cb060dcc-2500-241e-0ec8-0191fddcd8e5,Certidão dos Distribuidores Criminais;,Certidão De Execuções Criminais - Justiça Estadual (1° Instância),Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Nome da Mãe, Nome Completo, Cidade, CPF, Estado, Data de Nascimento","Cidade, Cnpj, Estado, Razão Social",
-,"Certidão de débitos condominiais ou declaração de quitação de
condomínio",Não Atuamos,-,,-,-,-,-
d1b59ea1-9800-b1e4-2bbe-5072daa69d4a,produtores rurais ou se possuir funcionários registrados em seu nome);,Inscrição Estadual De Produtor Rural,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Nome Completo, CPF, Estado","Cnpj, Estado, Razão Social",
d1bb3235-6fbe-6672-b5d7-29ec7753b13f,Certidão de Registro Civil Casamento/Nascimento,2° Via de Certidão de Nascimento,Todos estados,"Importante mencionar as opções:
d42e5ee2-1905-e144-be63-0b8498fb8d71,Certidão da Fazenda Pública Municipal (Prefeitura);,Certidão De Regularidade Fiscal Municipal - Cnd/Extrato De Débito Municipal,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Estado, Nome Completo, CPF, Cidade","Cidade, Cnpj, Estado, Razão Social",
daf1a413-3678-56b5-7b46-376d3c4772b6,Certidão de Feitos da Justiça do Trabalho;,Certidão De Distribuição De Ações Trabalhistas - Tribunal Regional Do Trabalho - Processos Judiciais Eletrônicos,"CE, RJ, SP, AP e PA","Somente nos Estados: CE, RJ,SP, AP e PA","PESSOA_FISICA, PESSOA_JURIDICA","Nome Completo, Cidade, CPF, Estado","Cidade, Cnpj, Estado, Razão Social",
dbef5ae9-846c-21ed-cb03-6d56c13c3b6f,Certidão de Feitos da Justiça do Trabalho;,Certidão De Distribuição De Ações Trabalhistas - Tribunal Regional Do Trabalho,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Nome Completo, Estado, Cidade, CPF","Cidade, Cnpj, Estado, Razão Social",
-,Declaração de Débitos Condominiais,Não Atuamos,-,,-,-,-,-
df68df31-5b57-8e48-44c4-a4344a757b69,Certidão de Débitos Trabalhistas;,Certidão Negativa De Débitos Trabalhistas - CNDT,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Nome Completo, CPF","Cnpj, Razão Social",
df68df31-5b57-8e48-44c4-a4344a757b69,Certidão Negativa de Débitos Trabalhistas – TST,Certidão Negativa De Débitos Trabalhistas - CNDT,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Nome Completo, CPF","Cnpj, Razão Social",
df68df31-5b57-8e48-44c4-a4344a757b69,Certidão Negativa de Débitos Trabalhistas – TST,Certidão Negativa De Débitos Trabalhistas - CNDT,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Nome Completo, CPF","Cnpj, Razão Social",
ed9370e1-d530-dd9b-5012-90e4fe45db1a,Certidão Negativa De Ônus Reais Do Imóvel,Certidão Negativa De Ônus Reais Do Bem Imóvel,Todos estados,,IMOVEL,,,"CEP, Nº, Bairro/Distrito, Comarca, Endereço, Complemento, Cidade, Estado"
- Emissão Com Busca
- Emissão Com Busca
- Emissão com Taxa de Urgência
- Emissão com Taxa de Urgência
- Emissão Sem Busca
- Emissão Sem Busca
f31a19f4-dab5-c50b-4027-2c6d5a361df1,Certidão Conjunta De Débitos Relativos A Tributos Federais E À Dívida Ativa Da União - Receita Federal,Certidão Conjunta De Débitos Relativos A Tributos Federais E À Dívida Ativa Da União - Receita Federal,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Data de Nascimento, Data de Nascimento, Nome Completo, CPF","Cnpj, Razão Social",
f31a19f4-dab5-c50b-4027-2c6d5a361df1,Certidão Conjunta De Débitos Relativos A Tributos Federais E À Dívida Ativa Da União - Receita Federal,Certidão Conjunta De Débitos Relativos A Tributos Federais E À Dívida Ativa Da União - Receita Federal,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Data de Nascimento, Data de Nascimento, Nome Completo, CPF","Cnpj, Razão Social",
f31a19f4-dab5-c50b-4027-2c6d5a361df1,Certidão de Débitos de Tributos e Contribuições Federais e Dívida Ativa da União;,Certidão Conjunta De Débitos Relativos A Tributos Federais E À Dívida Ativa Da União - Receita Federal,Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Data de Nascimento, Data de Nascimento, Nome Completo, CPF","Cnpj, Razão Social",
f5505654-e0dd-3ffd-5fc7-5dbd13f58422,Certidão dos Distribuidores Criminais;,Certidão De Distribuição De Ações Criminais - Justiça Estadual (1° Instância),Todos estados,,"PESSOA_FISICA, PESSOA_JURIDICA","Nome Completo, CPF, Cidade, Estado","Cidade, Cnpj, Estado, Razão Social",
ID Documento,Nomenclatura Inter,Nomenclatura Docket,Estados,Peculiaridades,Titulares,Campos Obrigatórios PF,Campos Obrigatórios PJ,Campos Obrigatórios Imóvel
- Inteiro Teor",PESSOA_FISICA,"Cartório, Data de Casamento, Livro, Folha, Termo",,
- Inteiro Teor",PESSOA_FISICA,"Cartório, Data de Nascimento, Livro, Termo, Folha",,
